"","Subject","Activity","MeasureName","mean(MeasureVal)"
"403",5,"WALKING","tBodyAccJerkMeanZ",-0.0029537113427351
"404",5,"WALKING","tBodyAccJerkStdX",-0.575890535679801
"405",5,"WALKING","tBodyAccJerkStdY",-0.506544358609603
"406",5,"WALKING","tBodyAccJerkStdZ",-0.78456199486755
"407",5,"WALKING","tBodyAccMagMean",-0.460866415568709
"408",5,"WALKING","tBodyAccMagStd",-0.52162345171192
"409",5,"WALKING","tBodyAccMeanX",0.279177960301325
"410",5,"WALKING","tBodyAccMeanY",-0.0154833455336192
"411",5,"WALKING","tBodyAccMeanZ",-0.105661736816887
"412",5,"WALKING","tBodyAccStdX",-0.507691011391722
"413",5,"WALKING","tBodyAccStdY",-0.402724906078146
"414",5,"WALKING","tBodyAccStdZ",-0.646443640175497
"415",5,"WALKING","tBodyGyroJerkMagMean",-0.707383517582782
"416",5,"WALKING","tBodyGyroJerkMagStd",-0.734187493344371
"417",5,"WALKING","tBodyGyroJerkMeanX",-0.103522877147351
"418",5,"WALKING","tBodyGyroJerkMeanY",-0.0490624519374172
"419",5,"WALKING","tBodyGyroJerkMeanZ",-0.0506258160122517
"420",5,"WALKING","tBodyGyroJerkStdX",-0.662581310334437
"421",5,"WALKING","tBodyGyroJerkStdY",-0.774114270364238
"422",5,"WALKING","tBodyGyroJerkStdZ",-0.564680771249007
"423",5,"WALKING","tBodyGyroMagMean",-0.602770284825828
"424",5,"WALKING","tBodyGyroMagStd",-0.664078383532781
"425",5,"WALKING","tBodyGyroMeanX",-0.0294516873643046
"426",5,"WALKING","tBodyGyroMeanY",-0.0774316445596026
"427",5,"WALKING","tBodyGyroMeanZ",0.0866267116745033
"428",5,"WALKING","tBodyGyroStdX",-0.709955676983444
"429",5,"WALKING","tBodyGyroStdY",-0.705638306688742
"430",5,"WALKING","tBodyGyroStdZ",-0.606589817380795
"431",5,"WALKING","tGravityAccMagMean",-0.460866415568709
"432",5,"WALKING","tGravityAccMagStd",-0.52162345171192
"433",5,"WALKING","tGravityAccMeanX",0.698153719072848
"434",5,"WALKING","tGravityAccMeanY",0.112313109736755
"435",5,"WALKING","tGravityAccMeanZ",0.0921607197449904
"436",5,"WALKING","tGravityAccStdX",-0.964629108807947
"437",5,"WALKING","tGravityAccStdY",-0.939973777950331
"438",5,"WALKING","tGravityAccStdZ",-0.94207867884106
"439",6,"WALKING","angletBodyAccJerkMean,gravityMean",-0.00800535941949153
"440",6,"WALKING","angletBodyAccMean,gravity",-0.00308253176317797
"441",6,"WALKING","angletBodyGyroJerkMean,gravityMean",-0.0451674383063559
"442",6,"WALKING","angletBodyGyroMean,gravityMean",0.0822586829909322
"443",6,"WALKING","angleX,gravityMean",-0.515171309957627
"444",6,"WALKING","angleY,gravityMean",-0.0133259062199153
"445",6,"WALKING","angleZ,gravityMean",-0.0205599619629661
"446",6,"WALKING","fBodyAccJerkMeanX",-0.677779817705085
"447",6,"WALKING","fBodyAccJerkMeanY",-0.66059454675
"448",6,"WALKING","fBodyAccJerkMeanZ",-0.859603672415254
"449",6,"WALKING","fBodyAccJerkStdX",-0.686677797992797
"450",6,"WALKING","fBodyAccJerkStdY",-0.616329704501695
"451",6,"WALKING","fBodyAccJerkStdZ",-0.882511909533898
"452",6,"WALKING","fBodyAccMagMean",-0.631495453982373
"453",6,"WALKING","fBodyAccMagStd",-0.682816079716102
"454",6,"WALKING","fBodyAccMeanX",-0.646620302652542
"455",6,"WALKING","fBodyAccMeanY",-0.578355099619068
"456",6,"WALKING","fBodyAccMeanZ",-0.814738365169491
"457",6,"WALKING","fBodyAccStdX",-0.649772161629703
"458",6,"WALKING","fBodyAccStdY",-0.568609162121059
"459",6,"WALKING","fBodyAccStdZ",-0.793153623220339
"460",6,"WALKING","fBodyBodyAccJerkMagMean",-0.652860664036017
"461",6,"WALKING","fBodyBodyAccJerkMagStd",-0.669980860496186
"462",6,"WALKING","fBodyBodyGyroJerkMagMean",-0.802472022627119
"463",6,"WALKING","fBodyBodyGyroJerkMagStd",-0.807005713601695
"464",6,"WALKING","fBodyBodyGyroMagMean",-0.73860950399661
"465",6,"WALKING","fBodyBodyGyroMagStd",-0.760907236300847
"466",6,"WALKING","fBodyGyroMeanX",-0.710060816508475
"467",6,"WALKING","fBodyGyroMeanY",-0.761625061822034
"468",6,"WALKING","fBodyGyroMeanZ",-0.668113881479237
"469",6,"WALKING","fBodyGyroStdX",-0.786180311132627
"470",6,"WALKING","fBodyGyroStdY",-0.76410811809322
"471",6,"WALKING","fBodyGyroStdZ",-0.770467456313559
"472",6,"WALKING","tBodyAccJerkMagMean",-0.701327652220339
"473",6,"WALKING","tBodyAccJerkMagStd",-0.659452354576271
"474",6,"WALKING","tBodyAccJerkMeanX",0.0866435091149576
"475",6,"WALKING","tBodyAccJerkMeanY",0.00183060788194915
"476",6,"WALKING","tBodyAccJerkMeanZ",-0.000810930989618644
"477",6,"WALKING","tBodyAccJerkStdX",-0.667198721502542
"478",6,"WALKING","tBodyAccJerkStdY",-0.627357097410593
"479",6,"WALKING","tBodyAccJerkStdZ",-0.871721440720339
"480",6,"WALKING","tBodyAccMagMean",-0.619147950475381
"481",6,"WALKING","tBodyAccMagStd",-0.626787109835169
"482",6,"WALKING","tBodyAccMeanX",0.269434151902542
"483",6,"WALKING","tBodyAccMeanY",-0.0163911123936864
"484",6,"WALKING","tBodyAccMeanZ",-0.117900692084746
"485",6,"WALKING","tBodyAccStdX",-0.647669170333475
"486",6,"WALKING","tBodyAccStdY",-0.553142396078856
"487",6,"WALKING","tBodyAccStdZ",-0.789845077542373
"488",6,"WALKING","tBodyGyroJerkMagMean",-0.780046966228814
"489",6,"WALKING","tBodyGyroJerkMagStd",-0.79820274690678
"490",6,"WALKING","tBodyGyroJerkMeanX",-0.0919680285336017
"491",6,"WALKING","tBodyGyroJerkMeanY",-0.0437656755737288
"492",6,"WALKING","tBodyGyroJerkMeanZ",-0.0571513411507627
"493",6,"WALKING","tBodyGyroJerkStdX",-0.739023005
"494",6,"WALKING","tBodyGyroJerkStdY",-0.82004406309322
"495",6,"WALKING","tBodyGyroJerkStdZ",-0.70638507157161
"496",6,"WALKING","tBodyGyroMagMean",-0.690488145614407
"497",6,"WALKING","tBodyGyroMagStd",-0.722636443516102
"498",6,"WALKING","tBodyGyroMeanX",-0.0342840234147034
"499",6,"WALKING","tBodyGyroMeanY",-0.0772570116263983
"500",6,"WALKING","tBodyGyroMeanZ",0.104308754638941
"501",6,"WALKING","tBodyGyroStdX",-0.767068673052966
"502",6,"WALKING","tBodyGyroStdY",-0.761438068516949
"503",6,"WALKING","tBodyGyroStdZ",-0.723490206153814
"504",6,"WALKING","tGravityAccMagMean",-0.619147950475381
"505",6,"WALKING","tGravityAccMagStd",-0.626787109835169
"506",6,"WALKING","tGravityAccMeanX",0.670506153601695
"507",6,"WALKING","tGravityAccMeanY",0.0612321366461864
"508",6,"WALKING","tGravityAccMeanZ",0.0584702778558475
"509",6,"WALKING","tGravityAccStdX",-0.95651898940678
"510",6,"WALKING","tGravityAccStdY",-0.952613166822034
"511",6,"WALKING","tGravityAccStdZ",-0.940646609533898
"512",6,"WALKING_UPSTAIRS","angletBodyAccJerkMean,gravityMean",0.00851374132921348
"513",6,"WALKING_UPSTAIRS","angletBodyAccMean,gravity",-0.0423400323797753
"514",6,"WALKING_UPSTAIRS","angletBodyGyroJerkMean,gravityMean",-0.107903208029213
"515",6,"WALKING_UPSTAIRS","angletBodyGyroMean,gravityMean",0.119026539662921
"516",6,"WALKING_UPSTAIRS","angleX,gravityMean",-0.564420031460674
"517",6,"WALKING_UPSTAIRS","angleY,gravityMean",0.107396804719101
"518",6,"WALKING_UPSTAIRS","angleZ,gravityMean",0.00868112920693258
"519",6,"WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.2089562025
"520",6,"WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.0871500384348315
"521",6,"WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.352981568269663
"522",6,"WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.207095971672
"523",6,"WALKING_UPSTAIRS","fBodyAccJerkStdY",0.0354678201573034
"524",6,"WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.419621473955056
"525",6,"WALKING_UPSTAIRS","fBodyAccMagMean",-0.0562800368966292
"526",6,"WALKING_UPSTAIRS","fBodyAccMagStd",-0.274171341966292
"527",6,"WALKING_UPSTAIRS","fBodyAccMeanX",-0.133757972988764
"528",6,"WALKING_UPSTAIRS","fBodyAccMeanY",0.102003878820225
"529",6,"WALKING_UPSTAIRS","fBodyAccMeanZ",-0.336322224157303
"530",6,"WALKING_UPSTAIRS","fBodyAccStdX",-0.127245614919101
"531",6,"WALKING_UPSTAIRS","fBodyAccStdY",0.0592301040449438
"532",6,"WALKING_UPSTAIRS","fBodyAccStdZ",-0.432409407539326
"533",6,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.0759734389325843
"534",6,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.11028850707236
"535",6,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.252582563561798
"536",6,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.270829337453146
"537",6,"WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.156240715516854
"538",6,"WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.382816980159551
"539",6,"WALKING_UPSTAIRS","fBodyGyroMeanX",-0.0788327637831461
"540",6,"WALKING_UPSTAIRS","fBodyGyroMeanY",-0.248795741449438
"541",6,"WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.0819830495561798
"542",6,"WALKING_UPSTAIRS","fBodyGyroStdX",-0.445412804202247
"543",6,"WALKING_UPSTAIRS","fBodyGyroStdY",-0.28620515505618
"544",6,"WALKING_UPSTAIRS","fBodyGyroStdZ",-0.414621153179775
"545",6,"WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.153888888820225
"546",6,"WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.0879004446179775
"547",6,"WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.0674351008988764
"548",6,"WALKING_UPSTAIRS","tBodyAccJerkMeanY",-0.00310401228089888
"549",6,"WALKING_UPSTAIRS","tBodyAccJerkMeanZ",-0.00609868840674157
"550",6,"WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.171553961355056
"551",6,"WALKING_UPSTAIRS","tBodyAccJerkStdY",0.00409088203382023
"552",6,"WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.386900926617978
"553",6,"WALKING_UPSTAIRS","tBodyAccMagMean",-0.0554082692382022
"554",6,"WALKING_UPSTAIRS","tBodyAccMagStd",-0.104608866786517
"555",6,"WALKING_UPSTAIRS","tBodyAccMeanX",0.280179098426966
"556",6,"WALKING_UPSTAIRS","tBodyAccMeanY",-0.0206949591117978
"557",6,"WALKING_UPSTAIRS","tBodyAccMeanZ",-0.110940029325843
"558",6,"WALKING_UPSTAIRS","tBodyAccStdX",-0.127000600558652
"559",6,"WALKING_UPSTAIRS","tBodyAccStdY",0.121465311011236
"560",6,"WALKING_UPSTAIRS","tBodyAccStdZ",-0.361381608884045
"561",6,"WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.202676039247191
"562",6,"WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.23683550005236
"563",6,"WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.0589128557764045
"564",6,"WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0500700364842697
"565",6,"WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.0433103259283146
"566",6,"WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.0342001184382022
"567",6,"WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.300014548011236
"568",6,"WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.0509923894251685
"569",6,"WALKING_UPSTAIRS","tBodyGyroMagMean",-0.175624994910562
"570",6,"WALKING_UPSTAIRS","tBodyGyroMagStd",-0.201180788774157
"571",6,"WALKING_UPSTAIRS","tBodyGyroMeanX",-0.067430938188764
"572",6,"WALKING_UPSTAIRS","tBodyGyroMeanY",-0.0529948418524719
"573",6,"WALKING_UPSTAIRS","tBodyGyroMeanZ",0.0787625669280899
"574",6,"WALKING_UPSTAIRS","tBodyGyroStdX",-0.35344952441573
"575",6,"WALKING_UPSTAIRS","tBodyGyroStdY",-0.267781342044944
"576",6,"WALKING_UPSTAIRS","tBodyGyroStdZ",-0.272215022761798
"577",6,"WALKING_UPSTAIRS","tGravityAccMagMean",-0.0554082692382022
"578",6,"WALKING_UPSTAIRS","tGravityAccMagStd",-0.104608866786517
"579",6,"WALKING_UPSTAIRS","tGravityAccMeanX",0.736951892247191
"580",6,"WALKING_UPSTAIRS","tGravityAccMeanY",-0.103190808202247
"581",6,"WALKING_UPSTAIRS","tGravityAccMeanZ",0.0184833048368539
"582",6,"WALKING_UPSTAIRS","tGravityAccStdX",-0.965208976741573
"583",6,"WALKING_UPSTAIRS","tGravityAccStdY",-0.946484614719101
"584",6,"WALKING_UPSTAIRS","tGravityAccStdZ",-0.930654188651685
"585",7,"WALKING_UPSTAIRS","angletBodyAccJerkMean,gravityMean",-0.0101427330402597
"586",7,"WALKING_UPSTAIRS","angletBodyAccMean,gravity",0.00269012793097403
"587",7,"WALKING_UPSTAIRS","angletBodyGyroJerkMean,gravityMean",-0.0230124181622597
"588",7,"WALKING_UPSTAIRS","angletBodyGyroMean,gravityMean",0.0421957283409091
"589",7,"WALKING_UPSTAIRS","angleX,gravityMean",-0.525683267337662
"590",7,"WALKING_UPSTAIRS","angleY,gravityMean",0.108786539103896
"591",7,"WALKING_UPSTAIRS","angleZ,gravityMean",-0.0334261884535714
"592",7,"WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.637521940243831
"593",7,"WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.641687333850227
"594",7,"WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.642515716574286
"595",7,"WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.626785744584416
"596",7,"WALKING_UPSTAIRS","fBodyAccJerkStdY",-0.62853163071948
"597",7,"WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.684856438953896
"598",7,"WALKING_UPSTAIRS","fBodyAccMagMean",-0.518323878824675
"599",7,"WALKING_UPSTAIRS","fBodyAccMagStd",-0.583819796092208
"600",7,"WALKING_UPSTAIRS","fBodyAccMeanX",-0.593011288564935
"601",7,"WALKING_UPSTAIRS","fBodyAccMeanY",-0.563547785174026
"602",7,"WALKING_UPSTAIRS","fBodyAccMeanZ",-0.531005941495552
"603",7,"WALKING_UPSTAIRS","fBodyAccStdX",-0.572347541484091
"604",7,"WALKING_UPSTAIRS","fBodyAccStdY",-0.567046977262987
"605",7,"WALKING_UPSTAIRS","fBodyAccStdZ",-0.460792123277305
"606",7,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.553360009658182
"607",7,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.550683254908442
"608",7,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.668879188156396
"609",7,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.668963362464935
"610",7,"WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.628877272791136
"611",7,"WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.650923648207792
"612",7,"WALKING_UPSTAIRS","fBodyGyroMeanX",-0.643767578493507
"613",7,"WALKING_UPSTAIRS","fBodyGyroMeanY",-0.630419275006169
"614",7,"WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.655083354905844
"615",7,"WALKING_UPSTAIRS","fBodyGyroStdX",-0.703883646896104
"616",7,"WALKING_UPSTAIRS","fBodyGyroStdY",-0.671161922837662
"617",7,"WALKING_UPSTAIRS","fBodyGyroStdZ",-0.698949518905844
"618",7,"WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.622815767680292
"619",7,"WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.550560230585714
"620",7,"WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.0831829573168831
"621",7,"WALKING_UPSTAIRS","tBodyAccJerkMeanY",0.00760909767418831
"622",7,"WALKING_UPSTAIRS","tBodyAccJerkMeanZ",-0.00791725696048701
"623",7,"WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.615131377408279
"624",7,"WALKING_UPSTAIRS","tBodyAccJerkStdY",-0.622997416262013
"625",7,"WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.664336860544416
"626",7,"WALKING_UPSTAIRS","tBodyAccMagMean",-0.511312036747403
"627",7,"WALKING_UPSTAIRS","tBodyAccMagStd",-0.510669879158539
"628",7,"WALKING_UPSTAIRS","tBodyAccMeanX",0.270211697814935
"629",7,"WALKING_UPSTAIRS","tBodyAccMeanY",-0.0187904887668182
"630",7,"WALKING_UPSTAIRS","tBodyAccMeanZ",-0.112492375388312
"631",7,"WALKING_UPSTAIRS","tBodyAccStdX",-0.577518324748052
"632",7,"WALKING_UPSTAIRS","tBodyAccStdY",-0.546403365345779
"633",7,"WALKING_UPSTAIRS","tBodyAccStdZ",-0.456473642256981
"634",7,"WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.713191348337662
"635",7,"WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.658017844948377
"636",7,"WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.0942037376182662
"637",7,"WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0414401406082792
"638",7,"WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.0610307928148701
"639",7,"WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.701731200484416
"640",7,"WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.674920114957468
"641",7,"WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.750808705594156
"642",7,"WALKING_UPSTAIRS","tBodyGyroMagMean",-0.581899897967532
"643",7,"WALKING_UPSTAIRS","tBodyGyroMagStd",-0.598670795839286
"644",7,"WALKING_UPSTAIRS","tBodyGyroMeanX",-0.0518716929407792
"645",7,"WALKING_UPSTAIRS","tBodyGyroMeanY",-0.0646077113078896
"646",7,"WALKING_UPSTAIRS","tBodyGyroMeanZ",0.0977671721406169
"647",7,"WALKING_UPSTAIRS","tBodyGyroStdX",-0.687155474097403
"648",7,"WALKING_UPSTAIRS","tBodyGyroStdY",-0.652408657909091
"649",7,"WALKING_UPSTAIRS","tBodyGyroStdZ",-0.663340760331169
"650",7,"WALKING_UPSTAIRS","tGravityAccMagMean",-0.511312036747403
"651",7,"WALKING_UPSTAIRS","tGravityAccMagStd",-0.510669879158539
"652",7,"WALKING_UPSTAIRS","tGravityAccMeanX",0.681289120844156
"653",7,"WALKING_UPSTAIRS","tGravityAccMeanY",-0.0420221452496753
"654",7,"WALKING_UPSTAIRS","tGravityAccMeanZ",0.0342160711928604
"655",7,"WALKING_UPSTAIRS","tGravityAccStdX",-0.956538178587662
"656",7,"WALKING_UPSTAIRS","tGravityAccStdY",-0.955312554090909
"657",7,"WALKING_UPSTAIRS","tGravityAccStdZ",-0.923304724090909
"658",8,"WALKING_UPSTAIRS","angletBodyAccJerkMean,gravityMean",-0.0447760524743772
"659",8,"WALKING_UPSTAIRS","angletBodyAccMean,gravity",0.0241015302255872
"660",8,"WALKING_UPSTAIRS","angletBodyGyroJerkMean,gravityMean",-0.014249245677758
"661",8,"WALKING_UPSTAIRS","angletBodyGyroMean,gravityMean",-0.0456562960846975
"662",8,"WALKING_UPSTAIRS","angleX,gravityMean",-0.464037618576512
"663",8,"WALKING_UPSTAIRS","angleY,gravityMean",0.0469561517516014
"664",8,"WALKING_UPSTAIRS","angleZ,gravityMean",-0.0596437771975801
"665",8,"WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.59163500910605
"666",8,"WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.495906215569395
"667",8,"WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.644285802406762
"668",8,"WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.598546245236655
"669",8,"WALKING_UPSTAIRS","fBodyAccJerkStdY",-0.45636839585694
"670",8,"WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.691480916950178
"671",8,"WALKING_UPSTAIRS","fBodyAccMagMean",-0.512106792856939
"672",8,"WALKING_UPSTAIRS","fBodyAccMagStd",-0.651638076286121
"673",8,"WALKING_UPSTAIRS","fBodyAccMeanX",-0.581831414648399
"674",8,"WALKING_UPSTAIRS","fBodyAccMeanY",-0.374944236206406
"675",8,"WALKING_UPSTAIRS","fBodyAccMeanZ",-0.550979388719929
"676",8,"WALKING_UPSTAIRS","fBodyAccStdX",-0.585343460535587
"677",8,"WALKING_UPSTAIRS","fBodyAccStdY",-0.378656458967972
"678",8,"WALKING_UPSTAIRS","fBodyAccStdZ",-0.513206312959075
"679",8,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.529244911130605
"680",8,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.618027414911032
"681",8,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.70215621546726
"682",8,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.755717299964413
"683",8,"WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.609984289180071
"684",8,"WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.636673891144128
"685",8,"WALKING_UPSTAIRS","fBodyGyroMeanX",-0.601382421248399
"686",8,"WALKING_UPSTAIRS","fBodyGyroMeanY",-0.575938482711388
"687",8,"WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.525562919047438
"688",8,"WALKING_UPSTAIRS","fBodyGyroStdX",-0.675275353078292
"689",8,"WALKING_UPSTAIRS","fBodyGyroStdY",-0.573087292172598
"690",8,"WALKING_UPSTAIRS","fBodyGyroStdZ",-0.553968587869751
"691",8,"WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.534248616612028
"692",8,"WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.564471999961566
"693",8,"WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.084215745375516
"694",8,"WALKING_UPSTAIRS","tBodyAccJerkMeanY",0.000860301581786477
"695",8,"WALKING_UPSTAIRS","tBodyAccJerkMeanZ",-0.0196719912994306
"696",8,"WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.575993073911744
"697",8,"WALKING_UPSTAIRS","tBodyAccJerkStdY",-0.458724925167972
"698",8,"WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.66835678475516
"699",8,"WALKING_UPSTAIRS","tBodyAccMagMean",-0.468522592843416
"700",8,"WALKING_UPSTAIRS","tBodyAccMagStd",-0.554038979266192
"701",8,"WALKING_UPSTAIRS","tBodyAccMeanX",0.270759063295374
"702",8,"WALKING_UPSTAIRS","tBodyAccMeanY",-0.0181894974688612
"703",8,"WALKING_UPSTAIRS","tBodyAccMeanZ",-0.106809623683986
"704",8,"WALKING_UPSTAIRS","tBodyAccStdX",-0.582958863017438
"705",8,"WALKING_UPSTAIRS","tBodyAccStdY",-0.349383732046263
"706",8,"WALKING_UPSTAIRS","tBodyAccStdZ",-0.499472687913167
"707",8,"WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.673625525658363
"708",8,"WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.715838385516014
"709",8,"WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.104969855200356
"710",8,"WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0400922240331673
"711",8,"WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.0582887148366548
"712",8,"WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.674984452240214
"713",8,"WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.683086930288968
"714",8,"WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.695970301754448
"715",8,"WALKING_UPSTAIRS","tBodyGyroMagMean",-0.476214943826192
"716",8,"WALKING_UPSTAIRS","tBodyGyroMagStd",-0.581422885341281
"717",8,"WALKING_UPSTAIRS","tBodyGyroMeanX",0.00359053897160142
"718",8,"WALKING_UPSTAIRS","tBodyGyroMeanY",-0.091077509832669
"719",8,"WALKING_UPSTAIRS","tBodyGyroMeanZ",0.0640867611561922
"720",8,"WALKING_UPSTAIRS","tBodyGyroStdX",-0.656219242281851
"721",8,"WALKING_UPSTAIRS","tBodyGyroStdY",-0.570941237019217
"722",8,"WALKING_UPSTAIRS","tBodyGyroStdZ",-0.511392038012811
"723",8,"WALKING_UPSTAIRS","tGravityAccMagMean",-0.468522592843416
"724",8,"WALKING_UPSTAIRS","tGravityAccMagStd",-0.554038979266192
"725",8,"WALKING_UPSTAIRS","tGravityAccMeanX",0.647498175409253
"726",8,"WALKING_UPSTAIRS","tGravityAccMeanY",0.0303211113118861
"727",8,"WALKING_UPSTAIRS","tGravityAccMeanZ",0.0836542406807936
"728",8,"WALKING_UPSTAIRS","tGravityAccStdX",-0.954256666035587
"729",8,"WALKING_UPSTAIRS","tGravityAccStdY",-0.94844645047331
"730",8,"WALKING_UPSTAIRS","tGravityAccStdZ",-0.923180663601423
"731",9,"WALKING_UPSTAIRS","angletBodyAccJerkMean,gravityMean",-0.01042791539375
"732",9,"WALKING_UPSTAIRS","angletBodyAccMean,gravity",0.00659605719583333
"733",9,"WALKING_UPSTAIRS","angletBodyGyroJerkMean,gravityMean",-0.0231028736559028
"734",9,"WALKING_UPSTAIRS","angletBodyGyroMean,gravityMean",0.0867843289590972
"735",9,"WALKING_UPSTAIRS","angleX,gravityMean",-0.558092529201389
"736",9,"WALKING_UPSTAIRS","angleY,gravityMean",0.116895184124306
"737",9,"WALKING_UPSTAIRS","angleZ,gravityMean",-0.0898492623565208
"738",9,"WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.621377141312847
"739",9,"WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.699766614569444
"740",9,"WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.702931927996528
"741",9,"WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.572819893733993
"742",9,"WALKING_UPSTAIRS","fBodyAccJerkStdY",-0.679065855003472
"743",9,"WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.739139922708333
"744",9,"WALKING_UPSTAIRS","fBodyAccMagMean",-0.553186448295139
"745",9,"WALKING_UPSTAIRS","fBodyAccMagStd",-0.624456827182986
"746",9,"WALKING_UPSTAIRS","fBodyAccMeanX",-0.579258404408681
"747",9,"WALKING_UPSTAIRS","fBodyAccMeanY",-0.610267804090278
"748",9,"WALKING_UPSTAIRS","fBodyAccMeanZ",-0.592119122804271
"749",9,"WALKING_UPSTAIRS","fBodyAccStdX",-0.547995744907986
"750",9,"WALKING_UPSTAIRS","fBodyAccStdY",-0.586766083232639
"751",9,"WALKING_UPSTAIRS","fBodyAccStdZ",-0.501074006965903
"752",9,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.609193721940625
"753",9,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.611619343190972
"754",9,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.786473954201389
"755",9,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.801296292638889
"756",9,"WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.700863097986111
"757",9,"WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.697729432621528
"758",9,"WALKING_UPSTAIRS","fBodyGyroMeanX",-0.639863219559028
